iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
ROU,Romania,2024-09-21,0.0,0.4,3.0,2024-09-27
ROU,Romania,2024-09-28,0.0,0.5,3.9,2024-10-04
ROU,Romania,2024-10-05,0.0,0.3,2.4,2024-10-11
ROU,Romania,2024-10-12,0.0,0.4,3.9,2024-10-18
ROU,Romania,2024-10-19,0.0,0.4,2.6,2024-10-25
ROU,Romania,2024-10-26,0.0,0.3,3.6,2024-11-01
ROU,Romania,2024-11-02,0.0,0.3,3.4,2024-11-08
ROU,Romania,2024-11-09,0.0,0.3,3.3,2024-11-15
ROU,Romania,2024-11-16,0.0,0.3,3.8,2024-11-22
ROU,Romania,2024-11-23,0.0,0.7,4.2,2024-11-29
ROU,Romania,2024-11-30,0.0,0.4,2.8,2024-12-06
ROU,Romania,2024-12-07,0.0,0.3,3.1,2024-12-13
