iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
CZE,Czech Republic,2024-10-05,0.0,0.0,0.0,2024-10-11
CZE,Czech Republic,2024-10-12,0.0,0.0,0.1,2024-10-18
CZE,Czech Republic,2024-10-19,0.0,0.0,0.0,2024-10-25
CZE,Czech Republic,2024-10-26,0.0,0.0,0.0,2024-11-01
CZE,Czech Republic,2024-11-02,0.0,0.0,0.0,2024-11-08
CZE,Czech Republic,2024-11-09,0.0,0.0,0.0,2024-11-15
CZE,Czech Republic,2024-11-16,0.0,0.0,0.0,2024-11-22
CZE,Czech Republic,2024-11-23,0.0,0.1,0.1,2024-11-29
CZE,Czech Republic,2024-11-30,0.0,0.0,0.0,2024-12-06
CZE,Czech Republic,2024-12-07,0.0,0.0,0.0,2024-12-13
CZE,Czech Republic,2024-12-14,0.0,0.0,0.0,2024-12-20
CZE,Czech Republic,2024-12-21,0.0,0.1,0.1,2024-12-27
